"","x"
"1",0.362154221860692
"2",0.517797109438106
"3",0.745298832422122
"4",0.0804348343517631
"5",0.190353833138943
"6",0.875882843742147
"7",0.139970148447901
"8",0.397912360029295
"9",0.283774509560317
"10",0.702083497075364
"11",0.610004531452432
"12",0.840907927136868
"13",0.461181850172579
"14",0.14670162787661
"15",0.710370919434354
"16",0.787364283576608
"17",0.170024649007246
"18",0.661245134659111
"19",0.750958421966061
"20",0.420224380912259
"21",0.668137096334249
"22",0.850157228298485
"23",0.939426064258441
"24",0.801872489508241
"25",0.359192822128534
"26",0.528076558606699
"27",0.604792899917811
"28",0.360387851716951
"29",0.281258138129488
"30",0.493297872599214
"31",0.561024450464174
"32",0.706848550820723
"33",0.763664873316884
"34",0.9782139218878
"35",0.84771009394899
"36",0.0788461696356535
"37",0.995244585676119
"38",0.438267624238506
"39",0.0827474906109273
"40",0.139295982196927
"41",0.552875552326441
"42",0.653369178529829
"43",0.520619066432118
"44",0.588184218853712
"45",0.646366285625845
"46",0.365429592318833
"47",0.00183212198317051
"48",0.88063422893174
"49",0.632674569962546
"50",0.428863506764174
"51",0.560777098173276
"52",0.0594962402246892
"53",0.600369663443416
"54",0.138248221250251
"55",0.557831099256873
"56",0.514485041843727
"57",0.768112416379154
"58",0.203340386040509
"59",0.61604906921275
"60",0.383142725098878
"61",0.545196515507996
"62",0.241873171180487
"63",0.484313490334898
"64",0.580679587088525
"65",0.640490886289626
"66",0.0863838561344892
"67",0.800869762897491
"68",0.588090833509341
"69",0.255508625414222
"70",0.0648852137383074
"71",0.35518473922275
"72",0.552060595015064
"73",0.087270294316113
"74",0.728445975575596
"75",0.954902503406629
"76",0.15744415181689
"77",0.845352622913197
"78",0.888029090128839
"79",0.185693609528244
"80",0.505054275505245
"81",0.177705846261233
"82",0.669133144663647
"83",0.543798396596685
"84",0.699920854531229
"85",0.43086509197019
"86",0.732137995306402
"87",0.558916793204844
"88",0.386120231589302
"89",0.818243143381551
"90",0.753659704467282
"91",0.870434874668717
"92",0.640706866048276
"93",0.664005803875625
"94",0.806181455263868
"95",0.854762480827048
"96",0.218760503921658
"97",0.41995010827668
"98",0.538199136266485
"99",0.553681352874264
"100",0.312444557901472
"101",0.943771590711549
"102",0.276822599349543
"103",0.387176965828985
"104",0.619051359361038
"105",0.687455931911245
"106",0.0173974784556776
"107",0.925158789381385
"108",0.731267474824563
"109",0.823423646623269
"110",0.0266416491940618
"111",0.506699529476464
"112",0.661273488774896
"113",0.231141412630677
"114",0.424457756569609
"115",0.928172518266365
"116",0.287818539887667
"117",0.834794349968433
"118",0.538711945991963
"119",0.250318642240018
"120",0.0205750400200486
"121",0.686560475034639
"122",0.0013992777094245
"123",0.0789022978860885
"124",0.732420770917088
"125",0.258757842471823
"126",0.900603501824662
"127",0.226136706303805
"128",0.121713762637228
"129",0.502159804105759
"130",0.541905846679583
"131",0.957603903720155
"132",0.703031122218817
"133",0.892397648422047
"134",0.925564144970849
"135",0.556041918694973
"136",0.144913309719414
"137",0.962010607123375
"138",0.392408874351531
"139",0.880720621906221
"140",0.35770411347039
"141",0.218224104726687
"142",0.893734580138698
"143",0.33017130382359
"144",0.171216251561418
"145",0.3110894379206
"146",0.694073816761374
"147",0.195820243796334
"148",0.862433097092435
"149",0.950140442233533
"150",0.246072124689817
"151",0.646506562596187
"152",0.142523832153529
"153",0.380952534032986
"154",0.371994829038158
"155",0.283238437958062
"156",0.543754163431004
"157",0.442999311489984
"158",0.044905886054039
"159",0.713053167331964
"160",0.790663466090336
"161",0.0773535741027445
"162",0.244292082032189
"163",0.54697090992704
"164",0.80526529927738
"165",0.366105581633747
"166",0.0107050857041031
"167",0.777343114605173
"168",0.360636330209672
"169",0.564249384915456
"170",0.554807819193229
"171",0.294913771562278
"172",0.816264221677557
"173",0.445282878587022
"174",0.175255105365068
"175",0.491162543185055
"176",0.0430580291431397
"177",0.99830021802336
"178",0.776876096380875
"179",0.145265134749934
"180",0.433091004379094
"181",0.636137115536258
"182",0.643492627656087
"183",0.358792239334434
"184",0.117779731051996
"185",0.64060671813786
"186",0.122635790612549
"187",0.650715948780999
"188",0.998091224581003
"189",0.141052434919402
"190",0.280040479963645
"191",0.0347818478476256
"192",0.721563705708832
"193",0.904199450509623
"194",0.259642384946346
"195",0.0895646230783314
"196",0.811962768901139
"197",0.548405504552647
"198",0.732948679476976
"199",0.929126551374793
"200",0.934543600538746
"201",0.952980261063203
"202",0.943569420138374
"203",0.0412680576555431
"204",0.499407711904496
"205",0.0847122636623681
"206",0.0699191985186189
"207",0.819791896501556
"208",0.757273593917489
"209",0.805498284986243
"210",0.0124081950634718
"211",0.0285205482505262
"212",0.79471668926999
"213",0.392499807523564
"214",0.369621959282085
"215",0.00842807395383716
"216",0.852615326875821
"217",0.912966984091327
"218",0.962286682100967
"219",0.204600276658311
"220",0.00236270413734019
"221",0.327397010987625
"222",0.832527609309182
"223",0.302977223414928
"224",0.151687872130424
"225",0.84356329892762
"226",0.401682660914958
"227",0.57257421198301
"228",0.0338934648316354
"229",0.851168321911246
"230",0.157382596749812
"231",0.491055692080408
"232",0.284607153153047
"233",0.278847006615251
"234",0.68656982621178
"235",0.507811360061169
"236",0.715243194252253
"237",0.823176767909899
"238",0.984978774329647
"239",0.776834750780836
"240",0.854848873568699
"241",0.01025520125404
"242",0.999157199868932
"243",0.275615489110351
"244",0.908656271407381
"245",0.680746987229213
"246",0.669047397794202
"247",0.268713630968705
"248",0.0813497835770249
"249",0.33169050514698
"250",0.722783380653709
"251",0.0831237263046205
"252",0.312484975904226
"253",0.270049689803272
"254",0.250604263273999
"255",0.85343205393292
"256",0.442981153028086
"257",0.829130250727758
"258",0.907675832509995
"259",0.345529199810699
"260",0.26877354294993
"261",0.86813646601513
"262",0.663393224822357
"263",0.471081307390705
"264",0.802034510532394
"265",0.0160532051231712
"266",0.909734221640974
"267",0.930959789315239
"268",0.800766936037689
"269",0.986939262133092
"270",0.300370312528685
"271",0.726088956929743
"272",0.798380423104391
"273",0.0452884286642075
"274",0.776466746116057
"275",0.843708027852699
"276",0.630465324269608
"277",0.884335837094113
"278",0.784391721244901
"279",0.239043814362958
"280",0.359450419200584
"281",0.432419850956649
"282",0.520850574830547
"283",0.488426251336932
"284",0.0715305004268885
"285",0.819616646505892
"286",0.711914592655376
"287",0.198179087368771
"288",0.689250142546371
"289",0.860330085270107
"290",0.478146775858477
"291",0.197105499682948
"292",0.440472540911287
"293",0.960660498356447
"294",0.374738455750048
"295",0.0901107892859727
"296",0.693848860217258
"297",0.510183156933635
"298",0.40446898364462
"299",0.743703111074865
"300",0.729406249942258
"301",0.565572662977502
"302",0.0742719585541636
"303",0.410603247350082
"304",0.615229048067704
"305",0.791740607470274
"306",0.569927989970893
"307",0.0303549335803837
"308",0.562627060106024
"309",0.0902182622812688
"310",0.284051372902468
"311",0.52566956775263
"312",0.570207461481914
"313",0.354510358767584
"314",0.186658916529268
"315",0.281531535089016
"316",0.911151454318315
"317",0.232098324922845
"318",0.00889359996654093
"319",0.890302219660953
"320",0.48757337173447
"321",0.223761319648474
"322",0.809373364783823
"323",0.460036305012181
"324",0.316148008219898
"325",0.486690815305337
"326",0.274697087006643
"327",0.656887430464849
"328",0.998646823922172
"329",0.408507559914142
"330",0.570836038095877
"331",0.0159061858430505
"332",0.616262811468914
"333",0.00991268665529788
"334",0.538091242313385
"335",0.524362998548895
"336",0.822482295334339
"337",0.144562567118555
"338",0.323528038803488
"339",0.136992255691439
"340",0.451856904663146
"341",0.16337388381362
"342",0.942406644113362
"343",0.235999919939786
"344",0.820058771641925
"345",0.474575013155118
"346",0.0613630842417479
"347",0.664405963616446
"348",0.564714463194832
"349",0.935087457532063
"350",0.857898337300867
"351",0.0373502161819488
"352",0.574691356392577
"353",0.800898477667943
"354",0.980908893980086
"355",0.602570185204968
"356",0.250839670887217
"357",0.375968556385487
"358",0.766813949914649
"359",0.335180254187435
"360",0.946021254640073
"361",0.074667087988928
"362",0.363119578687474
"363",0.782074673799798
"364",0.622915052808821
"365",0.89430805738084
"366",0.669560503447428
"367",0.532030472066253
"368",0.891271824017167
"369",0.511336992029101
"370",0.656344158574939
"371",0.834225110244006
"372",0.730405505048111
"373",0.661088415421546
"374",0.166456431150436
"375",0.358162546530366
"376",0.636899374425411
"377",0.914030409883708
"378",0.721338600851595
"379",0.818135320674628
"380",0.474122117739171
"381",0.314311590278521
"382",0.522175784455612
"383",0.350434599909931
"384",0.40063573885709
"385",0.63688844605349
"386",0.922625815030187
"387",0.30374838761054
"388",0.781317197019234
"389",0.270756394835189
"390",0.663713645655662
"391",0.612760047195479
"392",0.88721540174447
"393",0.527231166837737
"394",0.628261062316597
"395",0.918451958103105
"396",0.811335536884144
"397",0.584384738467634
"398",0.968669413588941
"399",0.548874249914661
"400",0.680747967679054
"401",0.307405268540606
"402",0.396458342671394
"403",0.983999382704496
"404",0.462519042892382
"405",0.265503154834732
"406",0.247969360789284
"407",0.229851845186204
"408",0.766865379642695
"409",0.570366221247241
"410",0.539597040042281
"411",0.209107536589727
"412",0.954655322013423
"413",0.497782557969913
"414",0.15020867716521
"415",0.121463976567611
"416",0.443322616396472
"417",0.128935670247301
"418",0.0155957995448261
"419",0.313893312821165
"420",0.0304243948776275
"421",0.118162827333435
"422",0.0892988629639149
"423",0.254384517204016
"424",0.0568495823536068
"425",0.683370556216687
"426",0.275428045541048
"427",0.326906589791179
"428",0.986575721763074
"429",0.622480604564771
"430",0.327996898209676
"431",0.200752088800073
"432",0.824411317007616
"433",0.0537079726345837
"434",0.531538123497739
"435",0.934927390888333
"436",0.78355680545792
"437",0.703980973688886
"438",0.955064121866599
"439",0.157337577780709
"440",0.505387091776356
"441",0.234608168480918
"442",0.958213600562885
"443",0.461618328234181
"444",0.0932308882474899
"445",0.143218700774014
"446",0.0664440146647394
"447",0.572444864315912
"448",0.555959938559681
"449",0.466533593833447
"450",0.596761280670762
"451",0.446669472148642
"452",0.0141370089258999
"453",0.754435271956027
"454",0.920134809566662
"455",0.5180719550699
"456",0.916375526692718
"457",0.0297894515097141
"458",0.818847642512992
"459",0.728033599909395
"460",0.35368124442175
"461",0.102304774103686
"462",0.773179545300081
"463",0.837805456947535
"464",0.694591103354469
"465",0.440708999754861
"466",0.147227555280551
"467",0.0593983440194279
"468",0.142362356651574
"469",0.206584587926045
"470",0.640974189620465
"471",0.320076525909826
"472",0.228918533306569
"473",0.949670198606327
"474",0.444048074539751
"475",0.0629043297376484
"476",0.854907024884596
"477",0.823703008936718
"478",0.321295792469755
"479",0.176362966420129
"480",0.939656846923754
"481",0.218957832548767
"482",0.597414889140055
"483",0.620766634354368
"484",0.646275162696838
"485",0.623004802502692
"486",0.715941757196561
"487",0.45967042981647
"488",0.69565658364445
"489",0.478151747724041
"490",0.57733757677488
"491",0.700991249410436
"492",0.943527970928699
"493",0.251113127684221
"494",0.286186480661854
"495",0.493869426194578
"496",0.365556361852214
"497",0.80385276209563
"498",0.946442197076976
"499",0.73211758187972
"500",0.28478371957317
